NEW_OBJECTID,OLD_OBJECTID,LINEARID,NAME,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,Truck_Route,START_BLK,END_BLK,START_ZONE,END_ZONE,DST_1,DST_2,DST_3,DST_4,DST_5,DST_6,DST_7,DST_8,DST_9,DST_10,DST_11,DST_12,Border,NSEW,Deadend,Block_ID,X_BLOCKS,Y_BLOCKS
1,1,1.10E+12,Church St,-87.697444,42.048408,-87.69755599,42.04840499,-87.697668,42.048403,Y,1.70E+11,1.70E+11,R4,R4,2756.405449,2518.148939,578.6575452,1331.038401,2377.411166,1682.224157,1008.72774,2637.07492,2421.259587,1757.206216,1603.971132,2616.912007,N,N,0,1,-87.69770952,42.04896864
587,587,1.10E+12,Church St,-87.697668,42.048403,-87.69833063,42.0483821,-87.698993,42.048366,Y,1.70E+11,1.70E+11,R4,B2,2599.000085,2510.189169,634.6706182,1343.188325,2424.557935,1650.013812,953.3597932,2657.136316,2462.143303,1693.47246,1615.933154,2580.948763,N,N,0,1,-87.69770952,42.04896864
1086,1086,1.10E+11,Darrow Ave,-87.697444,42.048408,-87.69742423,42.04931648,-87.697407,42.050225,N,1.70E+11,1.70E+11,R4,R4,1870.386721,2620.675001,623.7283005,1228.536701,2436.860911,1604.632811,1073.75375,2729.554324,2333.933281,1775.289025,1701.741742,2543.261338,N,W,0,1,-87.69770952,42.04896864
2278,1,1.10E+12,Church St,-87.697444,42.048408,-87.69755599,42.04840499,-87.697668,42.048403,Y,1.70E+11,1.70E+11,R4,R4,2756.405449,2518.148939,578.6575452,1331.038401,2377.411166,1682.224157,1008.72774,2637.07492,2421.259587,1757.206216,1603.971132,2616.912007,N,S,0,1,-87.69770952,42.04896864
2280,3,1.10E+11,Lyons St,-87.697407,42.050225,-87.69818048,42.05021096,-87.698954,42.0502,N,1.70E+11,1.70E+11,R4,R3,497.6668131,2715.116014,734.4747199,1139.835441,2550.484935,1487.160474,1087.504556,2844.538209,2296.656112,1726.655687,1812.258182,2426.37668,N,S,0,1,-87.69770952,42.04896864
2282,5,1.10E+12,Dodge Ave,-87.698993,42.048366,-87.69897265,42.04928298,-87.698954,42.0502,Y,1.70E+11,1.70E+11,B2,R3,537.935526,2607.56249,728.1467271,1255.072048,2529.750882,1536.566859,970.4643559,2770.223164,2417.767125,1648.282002,1726.786825,2468.47924,N,E,0,1,-87.69770952,42.04896864
3303,1070,1.10E+12,Church St,-87.69502,42.048453,-87.69623199,42.04843015,-87.697444,42.048408,Y,1.70E+11,1.70E+11,OS,R4,2968.605211,2533.862368,486.4607707,1318.729487,2297.630972,1742.555653,1104.709945,2604.552953,2355.013533,1866.072919,1587.700382,2681.982547,N,S,0,1,-87.69770952,42.04896864
3319,1086,1.10E+11,Darrow Ave,-87.697444,42.048408,-87.69742423,42.04931648,-87.697407,42.050225,N,1.70E+11,1.70E+11,R4,R4,1870.386721,2620.675001,623.7283005,1228.536701,2436.860911,1604.632811,1073.75375,2729.554324,2333.933281,1775.289025,1701.741742,2543.261338,N,E,0,1,-87.69770952,42.04896864
2,2,1.10E+11,Darrow Ave,-87.697772,42.04707,-87.69767999,42.04771847,-87.697668,42.048403,N,1.70E+11,1.70E+11,R3,R4,2710.227544,2440.730969,556.8058487,1408.503054,2336.192446,1741.290514,962.2577291,2568.646633,2488.998845,1745.403397,1531.198666,2672.442516,N,W,0,2,-87.69850971,42.04717453
557,557,1.10E+11,Davis St,-87.697772,42.04707,-87.69839484,42.04705087,-87.699018,42.047038,N,1.70E+11,1.70E+11,R3,R3,2364.330447,2361.297747,593.1645663,1490.884158,2336.954836,1775.846984,876.5389976,2521.012867,2583.966641,1688.357925,1473.485957,2699.764005,N,N,0,2,-87.69850971,42.04717453
558,558,1.10E+12,Dodge Ave,-87.699079,42.044208,-87.69904858,42.045623,-87.699018,42.047038,Y,1.70E+11,1.70E+11,R3,R3,2030.16002,2198.407538,636.6406609,1657.379374,2290.554986,1893.496559,770.2621002,2396.877262,2745.048614,1649.851889,1337.930702,2805.044971,N,W,0,2,-87.69850971,42.04717453
588,588,1.10E+12,Dodge Ave,-87.699018,42.047038,-87.69900499,42.04770199,-87.698993,42.048366,Y,1.70E+11,1.70E+11,R3,B2,2773.447956,2430.811591,659.5976193,1428.35041,2420.806385,1687.844082,866.1317541,2607.606577,2556.214999,1636.477896,1557.509353,2611.332606,N,W,0,2,-87.69850971,42.04717453
2279,2,1.10E+11,Darrow Ave,-87.697772,42.04707,-87.69767999,42.04771847,-87.697668,42.048403,N,1.70E+11,1.70E+11,R3,R4,2710.227544,2440.730969,556.8058487,1408.503054,2336.192446,1741.290514,962.2577291,2568.646633,2488.998845,1745.403397,1531.198666,2672.442516,N,E,0,2,-87.69850971,42.04717453
2812,557,1.10E+11,Davis St,-87.697772,42.04707,-87.69839484,42.04705087,-87.699018,42.047038,N,1.70E+11,1.70E+11,R3,R3,2364.330447,2361.297747,593.1645663,1490.884158,2336.954836,1775.846984,876.5389976,2521.012867,2583.966641,1688.357925,1473.485957,2699.764005,N,S,0,2,-87.69850971,42.04717453
2813,558,1.10E+12,Dodge Ave,-87.699079,42.044208,-87.69904858,42.045623,-87.699018,42.047038,Y,1.70E+11,1.70E+11,R3,R3,2030.16002,2198.407538,636.6406609,1657.379374,2290.554986,1893.496559,770.2621002,2396.877262,2745.048614,1649.851889,1337.930702,2805.044971,N,E,0,2,-87.69850971,42.04717453
2842,587,1.10E+12,Church St,-87.697668,42.048403,-87.69833063,42.0483821,-87.698993,42.048366,Y,1.70E+11,1.70E+11,R4,B2,2599.000085,2510.189169,634.6706182,1343.188325,2424.557935,1650.013812,953.3597932,2657.136316,2462.143303,1693.47246,1615.933154,2580.948763,N,S,0,2,-87.69850971,42.04717453
2843,588,1.10E+12,Dodge Ave,-87.699018,42.047038,-87.69900499,42.04770199,-87.698993,42.048366,Y,1.70E+11,1.70E+11,R3,B2,2773.447956,2430.811591,659.5976193,1428.35041,2420.806385,1687.844082,866.1317541,2607.606577,2556.214999,1636.477896,1557.509353,2611.332606,N,E,0,2,-87.69850971,42.04717453
3,3,1.10E+11,Lyons St,-87.697407,42.050225,-87.69818048,42.05021096,-87.698954,42.0502,N,1.70E+11,1.70E+11,R4,R3,497.6668131,2715.116014,734.4747199,1139.835441,2550.484935,1487.160474,1087.504556,2844.538209,2296.656112,1726.655687,1812.258182,2426.37668,N,N,0,3,-87.69772606,42.0508897
1087,1087,1.10E+11,Lyons St,-87.696646,42.050231,-87.69702649,42.050227,-87.697407,42.050225,N,1.70E+11,1.70E+11,R4,R4,1870.088615,2725.324534,665.7061862,1123.473824,2483.448546,1543.772869,1161.221114,2815.885134,2234.068021,1820.629196,1796.275004,2486.005984,N,N,1,3,-87.69772606,42.0508897
1088,1088,1.10E+11,Darrow Ave,-87.697407,42.050225,-87.69738612,42.05116597,-87.697368,42.052107,N,1.70E+11,1.70E+11,R4,R4,3355.663005,2826.91816,762.9187528,1023.275983,2578.933024,1444.301609,1207.84226,2924.930615,2173.325663,1810.751505,1904.738947,2387.692524,N,W,0,3,-87.69772606,42.0508897
2728,472,1.10E+12,Dodge Ave,-87.698954,42.0502,-87.69893423,42.05113898,-87.698917,42.052078,Y,1.70E+11,1.70E+11,R3,R4,2644.725729,2815.07826,849.5045484,1053.164528,2666.923075,1366.858619,1116.528534,2963.196943,2262.054128,1685.913784,1927.240106,2306.82361,N,E,0,3,-87.69772606,42.0508897
2729,473,1.10E+11,Emerson St,-87.697368,42.052107,-87.69814249,42.05209199,-87.698917,42.052078,Y,1.70E+11,1.70E+11,R4,R4,3374.091493,2925.229451,882.1965242,933.6009734,2696.740075,1325.447826,1239.422343,3042.622962,2140.331741,1775.64564,2017.762491,2269.224727,N,S,0,3,-87.69772606,42.0508897
3320,1087,1.10E+11,Lyons St,-87.696646,42.050231,-87.69702649,42.050227,-87.697407,42.050225,N,1.70E+11,1.70E+11,R4,R4,1870.088615,2725.324534,665.7061862,1123.473824,2483.448546,1543.772869,1161.221114,2815.885134,2234.068021,1820.629196,1796.275004,2486.005984,N,S,1,3,-87.69772606,42.0508897
3321,1088,1.10E+11,Darrow Ave,-87.697407,42.050225,-87.69738612,42.05116597,-87.697368,42.052107,N,1.70E+11,1.70E+11,R4,R4,3355.663005,2826.91816,762.9187528,1023.275983,2578.933024,1444.301609,1207.84226,2924.930615,2173.325663,1810.751505,1904.738947,2387.692524,N,E,0,3,-87.69772606,42.0508897
4,4,1.10E+11,Hartrey Ave,-87.703647,42.048297,-87.7036273,42.04919745,-87.703612,42.050098,N,1.70E+11,1.70E+11,R2,R3,599.7810981,2607.195919,1072.87225,1401.571098,2826.192548,1381.710052,710.2553273,2924.13692,2689.249736,1267.122637,1854.961522,2270.512087,N,W,0,4,-87.70560259,42.04890136
676,676,1.10E+12,Church St,-87.703647,42.048297,-87.7044265,42.048283,-87.705206,42.048269,Y,1.70E+11,1.70E+11,R2,R2,570.3802136,2512.923493,1107.105848,1522.841259,2823.348864,1461.384159,588.7587907,2867.814231,2807.372722,1192.366667,1796.111127,2331.438871,N,N,0,4,-87.70560259,42.04890136
678,678,1.10E+12,Church St,-87.706756,42.048242,-87.7069735,42.04823949,-87.707191,42.048238,Y,1.70E+11,1.70E+11,R2,R2,573.3554772,2543.275088,1310.815198,1638.179394,2998.981302,1428.254315,510.2282661,2976.31277,2964.991365,983.0259026,1905.526561,2252.394477,N,N,0,4,-87.70560259,42.04890136
679,679,1.10E+12,Church St,-87.706126,42.048253,-87.70644099,42.04824699,-87.706756,42.048242,Y,1.70E+11,1.70E+11,R2,R2,904.0478482,2535.353568,1268.034997,1612.647377,2961.805451,1432.89216,520.5215264,2952.580772,2931.620132,1026.780013,1881.101721,2267.715248,N,N,0,4,-87.70560259,42.04890136
680,680,1.10E+12,Church St,-87.705206,42.048269,-87.70566599,42.0482605,-87.706126,42.048253,Y,1.70E+11,1.70E+11,R2,R2,569.4160044,2525.423929,1205.963751,1576.676754,2908.182355,1441.706944,541.7822792,2919.116021,2883.354047,1090.478634,1847.07697,2291.058537,N,N,0,4,-87.70560259,42.04890136
681,681,1.10E+11,Lemar Ave,-87.706116,42.048713,-87.706121,42.048483,-87.706126,42.048253,N,1.70E+11,1.70E+11,R2,R2,2481.535592,2556.416131,1247.859833,1576.0742,2953.08597,1410.750023,553.097007,2960.261349,2894.417535,1054.820254,1888.344124,2253.412659,N,W,1,4,-87.70560259,42.04890136
2924,673,1.10E+11,Lyons St,-87.703612,42.050098,-87.70422051,42.05008801,-87.704829,42.050077,N,1.70E+11,1.70E+11,R3,R2,659.2904872,2711.364018,1154.642532,1340.379579,2924.026005,1271.934154,776.2764071,3034.942609,2658.521804,1236.128615,1965.866719,2159.707315,N,S,0,4,-87.70560259,42.04890136
2927,676,1.10E+12,Church St,-87.703647,42.048297,-87.7044265,42.048283,-87.705206,42.048269,Y,1.70E+11,1.70E+11,R2,R2,570.3802136,2512.923493,1107.105848,1522.841259,2823.348864,1461.384159,588.7587907,2867.814231,2807.372722,1192.366667,1796.111127,2331.438871,N,S,0,4,-87.70560259,42.04890136
2932,681,1.10E+11,Lemar Ave,-87.706116,42.048713,-87.706121,42.048483,-87.706126,42.048253,N,1.70E+11,1.70E+11,R2,R2,2481.535592,2556.416131,1247.859833,1576.0742,2953.08597,1410.750023,553.097007,2960.261349,2894.417535,1054.820254,1888.344124,2253.412659,N,E,1,4,-87.70560259,42.04890136
2935,684,1.10E+11,Leland Ave,-87.707191,42.048238,-87.70717437,42.04913999,-87.707158,42.050042,N,1.70E+11,1.70E+11,R2,R2,1045.889032,2645.237419,1349.639384,1567.020182,3065.431712,1326.33445,607.4355871,3069.15071,2912.406382,977.6465232,1997.587692,2152.562109,N,E,0,4,-87.70560259,42.04890136
2936,685,1.10E+11,Lyons St,-87.70604,42.050057,-87.70659896,42.05004595,-87.707158,42.050042,N,1.70E+11,1.70E+11,R2,R2,934.2225378,2735.464722,1334.852934,1458.171905,3081.087442,1231.926957,714.5769293,3129.050478,2811.891485,1044.754479,2056.965074,2077.363193,N,S,0,4,-87.70560259,42.04890136
2937,686,1.10E+11,Lyons St,-87.704829,42.050077,-87.70543448,42.05006598,-87.70604,42.050057,N,1.70E+11,1.70E+11,R2,R2,822.5928217,2721.873551,1246.020338,1398.376274,3003.58916,1247.911673,738.9227292,3081.729111,2736.170312,1138.25717,2010.447559,2115.877842,N,S,0,4,-87.70560259,42.04890136
5,5,1.10E+12,Dodge Ave,-87.698993,42.048366,-87.69897265,42.04928298,-87.698954,42.0502,Y,1.70E+11,1.70E+11,B2,R3,537.935526,2607.56249,728.1467271,1255.072048,2529.750882,1536.566859,970.4643559,2770.223164,2417.767125,1648.282002,1726.786825,2468.47924,N,W,0,5,-87.69944824,42.04990421
9,9,1.10E+12,Church St,-87.698993,42.048366,-87.6995765,42.0483675,-87.70016,42.048357,Y,1.70E+11,1.70E+11,B2,R2,2668.05533,2503.22803,728.3275953,1366.331605,2503.455907,1599.989764,868.2016353,2694.536362,2527.974828,1591.076947,1642.559111,2523.351697,N,N,0,5,-87.69944824,42.04990421
472,472,1.10E+12,Dodge Ave,-87.698954,42.0502,-87.69893423,42.05113898,-87.698917,42.052078,Y,1.70E+11,1.70E+11,R3,R4,2644.725729,2815.07826,849.5045484,1053.164528,2666.923075,1366.858619,1116.528534,2963.196943,2262.054128,1685.913784,1927.240106,2306.82361,N,W,0,5,-87.69944824,42.04990421
2286,9,1.10E+12,Church St,-87.698993,42.048366,-87.6995765,42.0483675,-87.70016,42.048357,Y,1.70E+11,1.70E+11,B2,R2,2668.05533,2503.22803,728.3275953,1366.331605,2503.455907,1599.989764,868.2016353,2694.536362,2527.974828,1591.076947,1642.559111,2523.351697,N,S,0,5,-87.69944824,42.04990421
2719,463,1.10E+11,Emerson St,-87.698917,42.052078,-87.69950504,42.05206535,-87.700093,42.052049,Y,1.70E+11,1.70E+11,R4,R3,2522.38158,2916.841732,955.1857751,968.7559309,2772.917152,1255.990242,1166.376138,3076.633135,2222.619772,1667.358673,2039.031234,2197.270082,N,S,0,5,-87.69944824,42.04990421
2725,469,1.10E+11,Brown Ave,-87.70016,42.048357,-87.70012449,42.05020296,-87.700093,42.052049,N,1.70E+11,1.70E+11,R2,R3,2797.547086,2707.496824,862.7701445,1182.180553,2668.632298,1399.352155,973.2415302,2901.1628,2405.340149,1568.969488,1851.942734,2329.493125,N,E,0,5,-87.69944824,42.04990421
6,6,1.10E+12,Church St,-87.702479,42.048319,-87.703063,42.048308,-87.703647,42.048297,Y,1.70E+11,1.70E+11,R2,R2,608.1589407,2503.926908,999.0779735,1469.493001,2731.394868,1490.772251,655.0501408,2814.591001,2725.725433,1304.45737,1745.23726,2380.087868,N,N,0,6,-87.70312998,42.0498389
467,467,1.10E+11,Grey Ave,-87.702479,42.048319,-87.70244399,42.05016749,-87.70241,42.052016,N,1.70E+11,1.70E+11,R2,R3,2523.108441,2707.842848,1026.157949,1260.237041,2813.195388,1315.130282,853.7671882,2975.948261,2544.06746,1380.891595,1913.057461,2225.875942,N,W,0,6,-87.70312998,42.0498389
2281,4,1.10E+11,Hartrey Ave,-87.703647,42.048297,-87.7036273,42.04919745,-87.703612,42.050098,N,1.70E+11,1.70E+11,R2,R3,599.7810981,2607.195919,1072.87225,1401.571098,2826.192548,1381.710052,710.2553273,2924.13692,2689.249736,1267.122637,1854.961522,2270.512087,N,E,0,6,-87.70312998,42.0498389
2283,6,1.10E+12,Church St,-87.702479,42.048319,-87.703063,42.048308,-87.703647,42.048297,Y,1.70E+11,1.70E+11,R2,R2,608.1589407,2503.926908,999.0779735,1469.493001,2731.394868,1490.772251,655.0501408,2814.591001,2725.725433,1304.45737,1745.23726,2380.087868,N,S,0,6,-87.70312998,42.0498389
2707,451,1.10E+11,Hartrey Ave,-87.703612,42.050098,-87.70359057,42.05104696,-87.703574,42.051996,N,1.70E+11,1.70E+11,R3,R3,2872.41017,2812.892503,1155.668442,1222.139294,2948.175593,1188.063482,895.3387269,3105.949563,2549.480351,1312.944328,2040.701887,2092.654028,N,E,0,6,-87.70312998,42.0498389
2708,452,1.10E+11,Emerson St,-87.70241,42.052016,-87.70299199,42.05200549,-87.703574,42.051996,Y,1.70E+11,1.70E+11,R3,R3,2631.394396,2915.882326,1170.980066,1105.562309,2978.819907,1109.566135,1013.305581,3180.884265,2443.419563,1393.270817,2120.496823,2028.972128,N,S,0,6,-87.70312998,42.0498389
7,7,1.10E+12,Church St,-87.701323,42.048338,-87.701901,42.04832833,-87.702479,42.048319,Y,1.70E+11,1.70E+11,R2,R2,2882.000554,2500.098421,907.7688259,1429.509613,2654.192119,1522.001563,720.4820294,2771.911604,2657.977442,1399.982524,1706.40696,2424.964573,N,N,0,7,-87.70189849,42.05017627
468,468,1.10E+11,Hovland Ct,-87.701323,42.048338,-87.70128499,42.05018701,-87.701268,42.052036,N,1.70E+11,1.70E+11,R2,R3,2524.853042,2706.19046,943.3343652,1217.946236,2740.38209,1354.336781,910.5949145,2937.452595,2473.742855,1474.822233,1880.539659,2276.077777,N,W,0,7,-87.70189849,42.05017627
2284,7,1.10E+12,Church St,-87.701323,42.048338,-87.701901,42.04832833,-87.702479,42.048319,Y,1.70E+11,1.70E+11,R2,R2,2882.000554,2500.098421,907.7688259,1429.509613,2654.192119,1522.001563,720.4820294,2771.911604,2657.977442,1399.982524,1706.40696,2424.964573,N,S,0,7,-87.70189849,42.05017627
2709,453,1.10E+11,Emerson St,-87.702021,42.052022,-87.70221549,42.05201799,-87.70241,42.052016,Y,1.70E+11,1.70E+11,R3,R3,2632.53989,2913.561356,1120.118538,1070.05381,2931.730526,1137.640915,1042.440874,3155.627187,2393.100367,1453.854083,2099.153851,2064.268128,N,S,0,7,-87.70189849,42.05017627
2710,454,1.10E+11,Emerson St,-87.701268,42.052036,-87.70164449,42.05202849,-87.702021,42.052022,Y,1.70E+11,1.70E+11,R3,R3,2606.779461,2912.893135,1083.686132,1045.533758,2897.611371,1159.969791,1065.926943,3137.888425,2356.421229,1498.624007,2084.706761,2090.969268,N,S,0,7,-87.70189849,42.05017627
2723,467,1.10E+11,Grey Ave,-87.702479,42.048319,-87.70244399,42.05016749,-87.70241,42.052016,N,1.70E+11,1.70E+11,R2,R3,2523.108441,2707.842848,1026.157949,1260.237041,2813.195388,1315.130282,853.7671882,2975.948261,2544.06746,1380.891595,1913.057461,2225.875942,N,E,0,7,-87.70189849,42.05017627
8,8,1.10E+12,Church St,-87.70016,42.048357,-87.70074149,42.04834699,-87.701323,42.048338,Y,1.70E+11,1.70E+11,R2,R2,2520.218935,2499.734811,817.5650977,1395.176137,2578.27299,1558.552346,791.7838748,2731.828216,2592.256684,1495.298304,1672.041059,2472.768503,N,N,0,8,-87.70067283,42.05019543
469,469,1.10E+11,Brown Ave,-87.70016,42.048357,-87.70012449,42.05020296,-87.700093,42.052049,N,1.70E+11,1.70E+11,R2,R3,2797.547086,2707.496824,862.7701445,1182.180553,2668.632298,1399.352155,973.2415302,2901.1628,2405.340149,1568.969488,1851.942734,2329.493125,N,W,0,8,-87.70067283,42.05019543
2285,8,1.10E+12,Church St,-87.70016,42.048357,-87.70074149,42.04834699,-87.701323,42.048338,Y,1.70E+11,1.70E+11,R2,R2,2520.218935,2499.734811,817.5650977,1395.176137,2578.27299,1558.552346,791.7838748,2731.828216,2592.256684,1495.298304,1672.041059,2472.768503,N,S,0,8,-87.70067283,42.05019543
2711,455,1.10E+11,Emerson St,-87.700464,42.052045,-87.70086602,42.05204363,-87.701268,42.052036,Y,1.70E+11,1.70E+11,R3,R3,2647.805133,2913.29404,1035.442697,1014.570063,2851.746521,1192.641126,1100.44761,3114.76798,2306.953699,1559.896421,2066.65559,2128.428448,N,S,0,8,-87.70067283,42.05019543
2712,456,1.10E+11,Emerson St,-87.700093,42.052049,-87.70027847,42.052045,-87.700464,42.052045,Y,1.70E+11,1.70E+11,R3,R3,2772.55954,2913.403328,999.4432581,994.3278049,2816.819774,1219.863485,1127.283404,3097.031937,2270.855335,1605.945317,2053.165521,2158.401326,N,S,0,8,-87.70067283,42.05019543
2724,468,1.10E+11,Hovland Ct,-87.701323,42.048338,-87.70128499,42.05018701,-87.701268,42.052036,N,1.70E+11,1.70E+11,R2,R3,2524.853042,2706.19046,943.3343652,1217.946236,2740.38209,1354.336781,910.5949145,2937.452595,2473.742855,1474.822233,1880.539659,2276.077777,N,E,0,8,-87.70067283,42.05019543
10,10,1.10E+12,,-87.72303,42.069955,-87.72286256,42.07018397,-87.722718,42.070427,N,1.70E+11,1.70E+11,,,3739.590632,5271.9548,3746.613593,2511.606788,5563.87385,1546.446707,3197.31939,5748.148305,3573.350023,2532.38574,4676.157027,609.0295152,N,W,0,9,-87.72358324,42.07085638
55,55,1.10E+12,,-87.723957,42.070016,-87.72349003,42.07000725,-87.72303,42.069955,N,1.70E+11,1.70E+11,,,4002.790129,5271.670585,3768.379707,2549.351469,5586.007053,1572.307449,3199.139158,5758.266217,3621.726569,2519.969437,4686.170611,641.2771657,N,N,1,9,-87.72358324,42.07085638
325,325,1.10E+12,,-87.722718,42.070427,-87.72263149,42.07136666,-87.722612,42.072319,N,1.70E+11,1.70E+11,,,3290.405344,5389.729788,3830.403365,2556.508684,5646.212793,1624.66065,3313.124809,5851.993959,3575.643079,2661.385124,4780.38977,680.6047395,N,W,0,9,-87.72358324,42.07085638
788,788,1.11E+12,,-87.722612,42.072319,-87.72332252,42.07205317,-87.724046,42.071836,N,1.70E+11,1.70E+11,,,3525.662443,5481.235911,3925.443423,2643.8483,5741.063209,1719.376682,3405.342515,5946.975851,3645.748007,2744.603853,4875.310563,775.2806443,Y,N,0,9,-87.72358324,42.07085638
1404,1404,1.10E+11,,-87.72401,42.070928,-87.72456219,42.07032535,-87.72401,42.070928,N,1.70E+11,1.70E+11,,,3638.143583,5336.891907,3855.749682,2644.210251,5673.503888,1662.833612,3267.418828,5835.20813,3713.8699,2569.616666,4763.126906,735.2192904,N,W,1,9,-87.72358324,42.07085638
2330,55,1.10E+12,,-87.723957,42.070016,-87.72349003,42.07000725,-87.72303,42.069955,N,1.70E+11,1.70E+11,,,4002.790129,5271.670585,3768.379707,2549.351469,5586.007053,1572.307449,3199.139158,5758.266217,3621.726569,2519.969437,4686.170611,641.2771657,N,S,1,9,-87.72358324,42.07085638
3039,789,1.10E+11,,-87.72401,42.070928,-87.72400567,42.07138528,-87.724046,42.071836,N,1.70E+11,1.70E+11,,,2920.787995,5430.784788,3908.702168,2656.624858,5725.697949,1706.576429,3357.519644,5911.769866,3687.197027,2678.773877,4839.749251,765.4175335,N,E,1,9,-87.72358324,42.07085638
3610,1404,1.10E+11,,-87.72401,42.070928,-87.72456219,42.07032535,-87.72401,42.070928,N,1.70E+11,1.70E+11,,,3638.143583,5336.891907,3855.749682,2644.210251,5673.503888,1662.833612,3267.418828,5835.20813,3713.8699,2569.616666,4763.126906,735.2192904,N,E,1,9,-87.72358324,42.07085638
4446,788,1.11E+12,,-87.722612,42.072319,-87.72332252,42.07205317,-87.724046,42.071836,N,1.70E+11,1.70E+11,,,3525.662443,5481.235911,3925.443423,2643.8483,5741.063209,1719.376682,3405.342515,5946.975851,3645.748007,2744.603853,4875.310563,775.2806443,Y,S,0,9,-87.72358324,42.07085638
11,11,1.10E+11,,-87.71451,42.070295,-87.71549387,42.07031109,-87.716478,42.070318,N,1.70E+11,1.70E+11,,,3635.109305,5106.648495,3367.565846,1995.363967,5169.841333,1181.577785,3033.220806,5471.336951,2977.434597,2541.258127,4407.17054,382.758508,N,N,0,10,-87.71548866,42.07091328
17,17,1.10E+11,15th St,-87.71451,42.070295,-87.714512,42.0709006,-87.714503,42.071506,N,1.70E+11,1.70E+11,,,3614.800682,5152.076343,3374.787304,1968.743773,5170.594626,1207.328562,3082.941001,5496.610346,2910.482072,2616.728989,4435.330234,472.5999032,N,W,0,10,-87.71548866,42.07091328
2292,15,1.10E+11,16th St,-87.716478,42.070318,-87.7164677,42.07092397,-87.716459,42.07153,N,1.70E+11,1.70E+11,,,3431.949546,5192.817021,3470.221922,2100.177857,5273.65067,1279.870246,3117.155713,5568.010709,3068.618974,2602.002701,4502.75117,436.408711,N,E,0,10,-87.71548866,42.07091328
2293,16,1.10E+11,,-87.714503,42.071506,-87.71548108,42.07151744,-87.716459,42.07153,N,1.70E+11,1.70E+11,,,3229.463643,5237.465704,3476.812693,2073.928935,5274.124908,1302.433018,3165.304238,5592.735163,3002.769301,2675.517267,4530.138639,513.7636347,N,S,0,10,-87.71548866,42.07091328
12,12,1.10E+11,,-87.712563,42.070272,-87.71353653,42.07028277,-87.71451,42.070295,N,1.70E+11,1.70E+11,,,3660.132831,5067.22077,3272.588914,1863.093875,5066.729286,1113.789013,3001.829357,5400.514265,2818.574631,2560.911067,4340.707426,452.9443205,N,N,0,11,-87.713535,42.07088992
19,19,1.10E+11,14th St,-87.712563,42.070272,-87.71256097,42.07087982,-87.712558,42.071488,N,1.70E+11,1.70E+11,,,3414.176763,5116.425723,3284.90306,1842.447423,5071.005585,1153.160634,3057.144346,5429.452167,2753.084449,2641.385694,4373.192764,554.8970587,N,W,0,11,-87.713535,42.07088992
2294,17,1.10E+11,15th St,-87.71451,42.070295,-87.714512,42.0709006,-87.714503,42.071506,N,1.70E+11,1.70E+11,,,3614.800682,5152.076343,3374.787304,1968.743773,5170.594626,1207.328562,3082.941001,5496.610346,2910.482072,2616.728989,4435.330234,472.5999032,N,E,0,11,-87.713535,42.07088992
2295,18,1.10E+11,,-87.712558,42.071488,-87.7135305,42.0714965,-87.714503,42.071506,N,1.70E+11,1.70E+11,,,3484.146459,5199.903045,3385.82249,1947.831142,5174.037166,1242.011326,3136.050145,5524.402626,2845.965345,2694.817747,4466.421489,567.9902624,N,S,0,11,-87.713535,42.07088992
13,13,1.10E+11,,-87.710617,42.070253,-87.71158997,42.07026646,-87.712563,42.070272,N,1.70E+11,1.70E+11,,,3806.609913,5034.114573,3184.526304,1737.211959,4968.298755,1067.662218,2980.235367,5335.190006,2661.087002,2591.530625,4280.834765,561.9574105,N,N,0,12,-87.71158499,42.07087131
22,22,1.10E+11,,-87.710617,42.070253,-87.710605,42.07086094,-87.71061,42.071469,N,1.70E+11,1.70E+11,,,3499.598045,5085.730659,3200.51997,1721.687175,4974.533714,1119.691971,3039.787214,5366.298063,2595.701233,2675.755376,4316.193151,666.708265,N,W,0,12,-87.71158499,42.07087131
2296,19,1.10E+11,14th St,-87.712563,42.070272,-87.71256097,42.07087982,-87.712558,42.071488,N,1.70E+11,1.70E+11,,,3414.176763,5116.425723,3284.90306,1842.447423,5071.005585,1153.160634,3057.144346,5429.452167,2753.084449,2641.385694,4373.192764,554.8970587,N,E,0,12,-87.71158499,42.07087131
2298,21,1.10E+11,,-87.71061,42.071469,-87.711584,42.07147801,-87.712558,42.071488,N,1.70E+11,1.70E+11,,,3297.324037,5167.375708,3300.524716,1827.539917,5077.46054,1200.441793,3115.090579,5460.306846,2689.96808,2723.631217,4407.991518,657.7726484,N,S,0,12,-87.71158499,42.07087131
14,14,1.10E+11,,-87.708071,42.070232,-87.70934407,42.07023863,-87.710617,42.070253,N,1.70E+11,1.70E+11,,,3940.039451,5001.013289,3089.222293,1598.858258,4857.97732,1041.78609,2964.863454,5263.917657,2479.5723,2637.537787,4217.288386,711.5688241,N,N,0,13,-87.70915835,42.07093295
20,20,1.10E+11,,-87.708071,42.070232,-87.70806256,42.0707375,-87.708059,42.071243,N,1.70E+11,1.70E+11,,,3315.890388,5042.229504,3089.973437,1567.111938,4845.002898,1098.959421,3018.795885,5279.964736,2389.163046,2723.497513,4239.448919,830.6697993,N,W,0,13,-87.70915835,42.07093295
